Fecha,Importe,Categoria
2022-08-07,-7.71,viajes
2021-04-02,-6.38,comida
2023-03-08,-20.87,ocio
2022-12-03,-109.71,movimiento
2021-08-27,-554.03,vivienda
2023-04-20,-798.2,vivienda
2022-04-22,-7.82,ocio
2024-05-14,-2.7,ocio
2021-05-28,-17.62,servicios
2022-09-13,703.1,ingresos
2023-03-23,-78.44,bizum
2023-01-13,-1.18,transporte
2024-02-07,-26.78,movimiento
2023-01-29,-5.66,comida
2024-11-30,1.49,compras
2024-08-05,750.88,ingresos
2020-04-19,-191.38,tecnologi­a
2020-07-22,-3.02,comida_fuera
2020-02-20,-6.83,salud
2021-12-19,-7.61,amazon
2023-06-30,-24.71,suscripcion
2022-01-11,-9.07,amazon
2023-09-19,-9.67,ocio
2020-06-24,-8.86,otros
2021-12-12,-6.21,otros
2022-09-03,-8.3,suscripcion
2024-07-10,3.17,tecnologia
2023-09-26,-8.99,compras
2023-12-26,-3.03,viajes
2024-08-25,-33.52,transporte
2025-02-25,-59.1,servicios
2022-04-07,-1.57,bizum
2024-04-24,-518.22,servicios
2019-09-28,-84.86,servicios
2024-11-17,-13.36,comida
2021-04-16,-9.84,tecnologia
2021-04-02,-5.95,comida
2024-11-30,-5.97,compras
2022-02-03,-7.31,servicios
2020-01-12,-6.59,comida_fuera
2024-04-02,-4.2,servicios
2023-11-09,-7.36,suscripcion
2024-08-27,123.36,ingresos
2023-10-18,23.83,ingresos
2020-06-02,-426.67,prestamo
2024-11-19,-1.06,viajes
2023-07-20,-5.68,amazon
2024-03-10,-8.54,comida
2023-01-14,-648.75,prestamo
2022-09-15,-49.83,movimiento
2022-10-08,-3.28,comida
2021-05-20,-610.66,prestamo
2021-09-24,1.14,otros
2022-11-10,-43.77,bizum
2022-10-26,-10.97,comida
2022-10-25,-2.89,transporte
2019-07-19,-540.16,movimiento
2021-08-28,-17.61,otros
2024-01-19,-10.64,movimiento
2024-11-03,-30.47,mascota
2023-08-14,-263.9,servicios
2019-10-16,24.6,ingresos
2022-08-18,-9.82,comida_fuera
2025-02-24,-56.03,seguros
2021-04-04,1.87,salud
2020-03-02,-7.29,viajes
2023-08-23,-4.72,salud
2021-07-26,-430.21,movimiento
2021-09-07,-78.07,impuestos
2023-01-10,-5.35,otros
2021-02-06,-14.85,suscripcion
2021-09-09,-4.62,comida_fuera
2024-04-24,4.64,mascota
2023-11-25,-4.09,salud
2020-08-20,-27.5,movimiento
2024-05-19,-11.77,mascota
2024-09-11,-15.6,suscripcion
2023-07-24,7.21,tecnologia
2023-03-07,3.96,salud
2024-09-21,-83.46,otros
2024-05-05,673.18,ingresos
2022-05-04,3.97,salud
2023-08-06,-45.18,transporte
2019-12-22,-14.52,comida
2019-06-15,-12.53,comida
2020-01-02,-11.92,comida
2023-09-06,-105.27,transporte
2024-07-05,-47.16,seguros
2024-05-01,1.88,tecnologia
2020-10-24,-7.62,comida_fuera
2022-11-19,-707.66,prestamo
2021-12-05,-118.78,suscripcion
2024-03-27,-15.16,suscripcion
2024-05-22,-70.11,transporte
2023-12-30,-10.17,amazon
2020-10-01,-62.44,amazon
2021-11-25,-11.82,otros
2022-12-30,-706.57,movimiento
2023-03-05,-6.28,transporte
2024-07-27,-220.99,servicios
2024-11-24,0.98,otros
2020-03-23,28.43,ingresos
2023-02-14,-60.17,mascota
2024-02-02,-700.93,vivienda
2023-03-19,-4.37,ocio
2024-06-13,-3.42,comida
2021-06-21,-30.07,compras
2022-08-04,-60.26,compras
2024-07-04,-8.01,suscripcion
2025-01-29,-13.56,suscripcion
2021-03-02,-11.72,servicios
2022-05-20,-4.91,amazon
2020-08-04,-28.31,compras
2020-01-07,-15.06,otros
2024-12-06,-38.69,suscripcion
2023-11-28,-1495.62,servicios
2022-08-09,-5.49,viajes
2021-12-14,-3.98,otros
2021-07-21,-8.41,tecnologia
2024-10-17,6.9,tecnologia
2020-12-28,-9.11,servicios
2024-04-09,-0.48,mascota
2020-12-30,-48.72,suscripcion
2023-04-09,-26.01,transporte
2020-12-15,-560.89,otros
2020-04-25,-7.07,salud
2022-09-20,651.32,ingresos
2021-10-17,-3.29,comida
2023-05-25,3.21,compras
2022-07-11,-68.84,otros
2024-10-08,-22.28,otros
2024-01-24,-10.7,comida
2020-10-16,-3.69,salud
2019-05-31,-144.77,tecnologi­a
2022-09-20,-10.54,comida
2023-06-01,-19.79,servicios
2023-08-12,-1.53,otros
2023-10-18,-569.55,vivienda
2024-04-18,-5.62,comida
2023-12-17,-11.26,otros
2024-03-26,-5.12,salud
2019-12-17,-736.93,movimiento
2024-11-24,-4.24,compras
2022-05-15,-6.86,amazon
2022-10-16,-9.11,ocio
2019-10-16,-11.99,impuestos
2021-10-12,-7.51,transporte
2021-07-10,-16.24,salud
2023-03-04,-529.16,vivienda
2024-02-08,-6.32,suscripcion
2021-09-07,3.81,tecnologia
2022-05-26,-3.12,comida_fuera
2023-12-11,-4.14,compras
2024-03-05,-477.63,prestamo
2023-12-21,-7.4,bizum
2024-11-28,-555.2,vivienda
2021-04-08,-52.12,bizum
2024-09-23,24.64,mascota
2024-05-08,-6.87,salud
2019-12-28,-4.62,tecnologia
2020-07-11,-21.96,movimiento
2024-03-14,-28.32,movimiento
2023-08-11,-2.26,bizum
2023-04-29,-57.23,servicios
2022-01-03,-76.16,servicios
2023-10-27,-6.36,comida_fuera
2020-11-30,-8.67,comida_fuera
2023-02-19,-32.45,compras
2023-05-29,-9.27,bizum
2022-12-26,2.9,transporte
2022-07-31,-14.81,suscripcion
2024-08-22,-6.98,transporte
2024-05-14,-5.43,ocio
2023-02-01,-3.99,viajes
2021-03-22,615.37,ingresos
2022-01-30,-0.88,compras
2019-07-26,-3.22,movimiento
2022-07-14,-5.39,mascota
2022-07-17,-1.74,bizum
2024-06-28,-8.23,viajes
2022-12-08,-35.86,transporte
2022-08-02,-8.13,otros
2024-07-23,-18.7,amazon
2024-01-08,-19.11,amazon
2024-01-22,-11.44,comida
2020-06-16,-723.78,vivienda
2022-11-05,-10.12,impuestos
2024-12-14,-65.02,bizum
2023-09-25,-2.41,viajes
2024-09-28,-6.95,viajes
2021-03-03,0.85,otros
2022-04-10,-29.15,seguros
2022-11-18,-66.72,movimiento
2023-06-24,-74.08,seguros
2022-10-13,2.91,comida
2021-08-15,-439.19,vivienda
2024-01-09,-554.21,vivienda
2023-01-12,-3.75,compras
2024-08-30,815.73,ingresos
2020-11-11,-5.39,amazon
2019-09-15,-131.95,servicios
2023-06-08,-4.13,servicios
2025-02-28,4.01,tecnologia
2024-08-04,-10.04,comida
2021-08-18,-7.37,salud
2023-06-28,0.03,otros
2024-03-20,3.13,tecnologia
2019-08-29,-44.29,transporte
2021-02-05,-7.16,amazon
2022-07-07,-13.41,tecnologia
2021-07-16,1018.75,ingresos
2025-02-28,-7.88,comida_fuera
2020-05-06,-31.16,comida_fuera
2023-06-28,4.47,compras
2021-06-18,-46.79,servicios
2024-09-09,4.59,viajes
2023-04-30,-4.88,amazon
2022-09-29,-178.85,tecnologia
2024-07-10,-165.36,impuestos
2024-10-23,-2.32,mascota
2023-10-01,-722.73,vivienda
2022-09-24,-1.7,salud
2020-03-23,-14.04,suscripcion
2024-10-15,-13.72,suscripcion
2023-05-28,-566.18,vivienda
2024-07-16,-2.47,viajes
2023-12-03,-147.94,impuestos
2023-10-02,-179.61,impuestos
2024-10-16,-25.35,comida
2023-12-13,2.14,transporte
2024-08-27,-0.35,salud
2022-05-15,-14.13,ocio
2024-09-01,-12.36,mascota
2024-02-01,-295.52,mascota
2019-05-31,-1084.88,movimiento
2024-04-01,1.58,salud
2023-04-30,-711.73,prestamo
2024-10-07,-481.48,movimiento
2022-07-05,-6.2,tecnologia
2020-11-23,-9.03,otros
2023-06-09,-2.55,transporte
2021-06-20,-14.88,amazon
2022-08-30,-80.11,movimiento
2022-11-09,701.42,ingresos
2024-05-17,5.93,transporte
2023-02-16,-224.14,impuestos
2021-05-13,0.64,comida
2022-04-20,-18.3,comida_fuera
2023-01-11,-22.47,otros
2023-04-08,-142.79,impuestos
2024-04-08,-6.86,servicios
2024-09-11,1.23,tecnologia
2019-10-01,2605.22,ingresos
2025-02-28,-92.26,seguros
2020-10-20,-12.26,otros
2020-09-29,-423.16,otros
2023-08-04,-24.97,comida
2020-12-03,1.46,mascota
2023-09-01,-63.34,movimiento
2024-06-09,8.39,compras
2023-03-05,1.05,otros
2022-02-10,-5.65,comida
2024-08-02,-52.29,bizum
2022-11-10,129.07,ingresos
2021-07-23,-292.56,movimiento
2022-07-06,-2.3,amazon
2024-07-18,-15.53,bizum
2024-02-26,-10.85,suscripcion
2025-02-21,-33.69,suscripcion
2020-12-28,-619.17,vivienda
2020-10-28,-361.68,prestamo
2023-07-23,-8.71,bizum
2022-07-19,-7.93,ocio
2023-06-28,-2.09,seguros
2024-08-31,-3.91,transporte
2022-01-12,0.53,compras
2024-10-20,-7.49,bizum
2022-05-27,136.65,seguros
2023-08-08,-4.45,tecnologia
2019-07-31,-41.27,compras
2024-11-08,-6.77,tecnologia
2024-07-31,-16.99,bizum
2023-06-28,-512.47,vivienda
2022-09-08,-13.18,comida_fuera
2023-08-15,-68.53,comida_fuera
2021-06-10,-756.56,vivienda
2021-09-22,-212.45,movimiento
2022-11-21,-101.17,servicios
2024-01-30,-5.87,mascota
2024-05-20,-6.0,comida
2022-12-17,-16.07,salud
2025-02-14,-14.51,tecnologia
2022-11-28,-3.69,tecnologia
2022-01-21,-93.94,impuestos
2024-01-04,-1.76,transporte
2023-10-23,-122.31,servicios
2022-04-05,-7.85,ocio
2024-09-13,0.13,seguros
2020-05-01,-6.84,viajes
2024-08-02,-8.29,tecnologia
2022-09-15,-1.35,comida_fuera
2024-04-30,-4.67,tecnologia
2025-02-12,1.31,comida
2019-11-18,2847.4,ingresos
2021-10-15,-8.71,amazon
2020-12-01,3.75,compras
2021-05-28,-433.76,impuestos
2022-04-17,319.88,ingresos
2024-07-14,-3.71,compras
2022-05-13,-35.17,servicios
2023-06-14,2.91,salud
2024-12-15,-38.61,seguros
2022-10-06,-0.3,comida_fuera
2019-09-28,-201.18,tecnologi­a
2024-09-21,-3.91,ocio
2024-08-24,-4.82,salud
2023-12-25,-18.19,comida
2020-12-02,-5.82,viajes
2021-03-07,-14.86,suscripcion
2023-02-05,-37.67,movimiento
2024-02-24,-4.44,salud
2023-01-02,-155.04,movimiento
2023-09-04,-5.74,movimiento
2024-08-12,-88.81,movimiento
2023-01-17,-4.1,comida
2023-07-28,-13.28,suscripcion
2023-03-12,-17.23,impuestos
2023-12-20,-31.74,otros
2022-03-07,1.54,tecnologia
2022-01-03,-11.89,otros
2024-05-03,4.08,tecnologia
2023-07-16,-7.82,otros
2024-09-28,-625.99,vivienda
2023-05-21,-160.41,mascota
2021-01-06,-9.47,viajes
2023-07-27,-14.74,salud
2023-01-22,-111.73,servicios
2024-04-05,-99.57,impuestos
2019-11-10,-180.45,tecnologi­a
2022-10-23,-467.31,prestamo
2024-07-05,-39.22,transporte
2020-02-19,-9.24,comida_fuera
2024-11-04,-7.69,ocio
2021-04-26,-15.74,bizum
2023-12-03,-15.39,tecnologia
2021-08-11,-21.54,amazon
2019-07-27,-20.88,comida_fuera
2024-11-16,-29.39,viajes
2023-04-16,-16.02,comida_fuera
2024-03-16,-13.57,transporte
2023-09-12,0.81,tecnologia
2023-03-31,-52.07,comida_fuera
2023-11-24,-103.71,bizum
2024-05-06,-41.19,servicios
2022-02-02,-10.27,amazon
2023-01-22,-726.32,vivienda
2021-08-01,-54.73,amazon
2021-09-27,-387.09,movimiento
2024-05-04,-6.25,bizum
2019-09-06,-5.21,salud
2023-02-23,-10.54,suscripcion
2023-02-07,-9.81,transporte
2024-02-10,429.59,ingresos
2020-05-16,-9.26,salud
2021-01-03,-305.31,comida
2020-11-14,-13.95,comida_fuera
2022-11-14,-4.95,amazon
2024-10-14,-14.27,bizum
2023-07-27,-28.02,transporte
2023-01-01,-518.01,prestamo
2020-02-18,-273.49,bizum
2024-05-03,-6.07,comida_fuera
2024-08-19,-17.33,servicios
2020-04-25,-66.26,servicios
2020-12-23,-5.52,suscripcion
2022-10-28,-52.71,movimiento
2022-07-15,-40.63,impuestos
2023-09-07,-9.21,ocio
2024-08-26,-9.82,bizum
2022-05-04,-2.65,salud
2021-09-19,-2.78,salud
2021-07-10,-5.55,tecnologia
2021-08-03,-10.4,compras
2023-01-19,-6.06,suscripcion
2022-07-08,-1.32,suscripcion
2022-01-24,-52.82,servicios
2020-07-03,-244.3,movimiento
2020-04-06,-6.56,comida_fuera
2024-04-01,-4.83,salud
2023-04-03,-558.34,impuestos
2024-06-07,-9.61,mascota
2023-05-27,-5.85,comida
2020-06-30,12.53,ingresos
2024-07-31,-5.45,amazon
2021-07-12,103.44,ingresos
2021-11-06,-236.06,viajes
2023-07-12,-6.46,otros
2021-07-28,379.39,ingresos
2023-03-11,-26.01,suscripcion
2024-11-04,-18.18,viajes
2019-05-31,-5.9,compras
2024-01-11,-22.12,compras
2024-07-29,-7.18,comida_fuera
2021-03-16,-0.41,tecnologia
2024-02-11,-153.43,ingresos
2019-07-31,-11.28,compras
2020-10-23,-3.06,amazon
2025-02-07,-13.58,suscripcion
2022-01-28,-1.1,bizum
2022-10-17,-5.83,comida
2021-09-18,-6.39,salud
2022-09-18,-338.07,prestamo
2023-03-22,-11.53,comida_fuera
2021-04-10,-66.9,viajes
2023-01-28,-5.93,suscripcion
2021-02-02,0.39,amazon
2022-11-22,-82.14,impuestos
2024-09-12,-22.52,bizum
2022-03-30,-12.35,servicios
2023-06-08,-1.57,servicios
2021-11-08,-638.12,vivienda
2024-03-21,0.49,mascota
2024-04-26,-1.6,salud
2019-05-31,-6.57,transporte
2019-06-18,-9.21,suscripcion
2020-02-24,-4.94,suscripcion
2022-11-01,-8.73,comida
2020-07-06,-2.89,amazon
2019-10-09,-12.45,suscripcion
2020-02-15,-515.7,prestamo
2022-06-02,19.92,ingresos
2019-12-20,-14.88,comida_fuera
2024-06-26,55.06,seguros
2024-01-28,0.06,tecnologia
2023-11-11,-85.55,impuestos
2022-07-08,-70.7,servicios
2021-10-04,-17.19,suscripcion
2024-07-25,-16.03,amazon
2023-07-01,-68.16,mascota
2020-10-13,-6.25,comida
2024-08-15,-205.22,viajes
2022-07-29,-2.24,comida_fuera
2021-04-11,-630.01,vivienda
2020-04-03,-6.7,viajes
2024-03-11,-3.38,tecnologia
2022-08-09,-9.43,seguros
2024-08-11,-6.37,transporte
2024-03-08,1.64,mascota
2024-09-07,-55.45,bizum
2020-03-15,-8.44,comida_fuera
2022-06-09,-8.89,comida
2020-11-28,-7.21,otros
2021-08-29,-14.86,bizum
2023-07-16,-13.13,suscripcion
2019-10-01,-12.67,viajes
2020-01-09,-12.65,compras
2019-11-10,-9.35,salud
2024-04-30,-25.47,transporte
2021-05-14,-1.87,comida
2019-05-31,-15.97,viajes
2024-06-01,-41.51,mascota
2024-11-26,-3.53,suscripcion
2019-11-29,-17.66,ocio
2021-09-07,-10.92,comida_fuera
2022-12-10,-7.39,comida_fuera
2020-12-31,-476.15,prestamo
2019-10-30,-12.93,comida
2021-07-30,-174.35,servicios
2021-08-20,-154.19,movimiento
2019-09-09,-12.48,ocio
2022-02-21,-42.16,viajes
2021-07-04,-32.4,servicios
2019-07-06,-13.31,suscripcion
2020-03-26,-17.55,compras
2024-09-25,-7.76,suscripcion
2022-06-25,-6.34,comida
2023-08-20,-14.21,amazon
2022-06-24,154.37,ingresos
2024-12-05,-5.14,amazon
2022-10-20,2.51,viajes
2023-04-12,-32.49,suscripcion
2023-01-10,3.21,salud
2021-03-23,-10.12,comida_fuera
2019-06-16,-282.14,otros
2023-02-26,-668.37,vivienda
2020-10-31,-84.89,compras
2021-11-11,-164.37,movimiento
2021-05-12,-83.62,movimiento
2020-10-13,15.85,ingresos
2019-08-08,2879.18,ingresos
2024-08-21,-126.42,bizum
2020-07-25,-6.18,suscripcion
2024-04-07,-5.73,suscripcion
2019-11-10,-15.09,comida_fuera
2019-10-08,-11.26,salud
2020-04-15,-104.27,servicios
2023-04-19,28.18,ingresos
2021-09-05,-552.82,prestamo
2022-02-22,-6.35,suscripcion
2024-07-09,-7.26,mascota
2020-11-18,-16.72,prestamo
2022-04-23,20.59,seguros
2023-05-06,1.32,salud
2024-07-04,4.37,ocio
2020-02-17,-60.7,bizum
2024-08-07,-326.37,bizum
2023-06-20,-1.47,comida_fuera
2024-05-20,-8.75,salud
2023-05-20,-8.01,tecnologia
2021-06-11,-0.61,otros
2024-09-13,-7.5,compras
2021-05-14,-10.05,comida_fuera
2021-07-22,-14.26,otros
2024-01-09,-101.08,impuestos
2023-12-06,3.23,compras
2020-02-05,-235.16,otros
2022-08-25,3.4,mascota
2021-11-05,-42.58,bizum
2024-12-06,-57.15,seguros
2024-10-11,3.46,comida
2020-10-23,-4.15,salud
2022-02-15,-1368.43,movimiento
2019-10-18,-9.56,suscripcion
2024-07-26,-552.12,vivienda
2019-06-27,-18.3,ocio
2023-10-04,-4.97,salud
2023-05-26,-8.0,transporte
2019-05-31,-22.98,impuestos
2022-07-25,-49.24,compras
2020-04-23,-15.41,movimiento
2022-05-28,99.03,ingresos
2020-12-14,-6.46,salud
2023-05-29,-477.95,vivienda
2023-08-25,-67.19,tecnologia
2023-08-12,-2.42,transporte
2022-12-16,-4.33,tecnologia
2019-05-31,-1677.67,movimiento
2022-01-17,-60.6,movimiento
2020-03-07,-3.93,bizum
2024-05-28,-698.26,vivienda
2021-06-10,-1.67,compras
2023-01-08,-2.09,compras
2021-12-07,-79.78,impuestos
2020-07-04,2.25,compras
2020-03-22,2.64,compras
2024-07-18,-31.36,bizum
2024-10-27,-13.84,suscripcion
2024-02-09,-7.89,comida_fuera
2019-11-18,-590.46,movimiento
2022-12-12,-12.41,viajes
2024-09-11,-0.5,amazon
2021-08-11,-7.24,suscripcion
2023-02-22,132.77,ingresos
2024-07-25,-2.19,suscripcion
2023-05-24,-3.81,viajes
2024-12-30,-30.07,mascota
2023-12-05,-24.26,amazon
2025-02-28,-8.96,ocio
2023-01-18,0.24,tecnologia
2019-07-30,-32.9,mascota
2024-11-20,-258.32,seguros
2023-01-19,-9.69,compras
2020-02-13,-6.89,comida
2023-09-21,17.64,mascota
2023-03-02,2.61,deporte
2021-05-12,-7.19,transporte
2023-07-08,-453.9,prestamo
2023-12-08,-52.8,transporte
2020-03-08,-632.56,prestamo
2020-11-27,-0.68,amazon
2023-11-07,2.31,comida
2021-12-17,-4.68,amazon
2021-07-24,-27.35,bizum
2020-03-03,-26.76,compras
2019-09-21,1431.29,ingresos
2023-06-03,-12.1,otros
2024-03-31,-41.41,seguros
2023-05-01,-782.48,vivienda
2023-09-17,-14.32,otros
2022-12-20,-5.68,comida_fuera
2022-05-10,-0.11,salud
2023-12-14,9.32,salud
2024-05-07,-8.82,comida_fuera
2024-08-29,-1.52,salud
2022-01-18,-10.65,bizum
2023-09-10,-8.72,comida
2021-07-04,-4.96,salud
2025-02-10,-43.85,transporte
2024-04-22,-53.07,transporte
2024-03-29,-409.22,vivienda
2024-02-16,-37.34,mascota
2020-12-09,-1.58,salud
2023-10-06,-141.89,servicios
2021-09-23,-9.5,amazon
2024-11-03,-2.82,comida
2020-12-02,-444.56,otros
2022-12-21,-1.46,salud
2023-06-01,1.0,comida
2021-06-05,-13.89,comida
2023-12-09,-15.43,mascota
2021-02-09,-187.71,otros
2019-06-29,-210.1,tecnologi­a
2021-09-27,-15.88,ocio
2023-09-04,0.24,comida_fuera
2019-12-07,-150.45,tecnologi­a
2023-12-25,-2.89,compras
2020-02-06,-10.25,suscripcion
2024-06-08,-58.1,mascota
2024-09-30,-4.35,suscripcion
2020-09-13,-0.12,ingresos
2024-06-29,589.41,ingresos
2019-09-15,-10.56,suscripcion
2020-11-15,-10.69,viajes
2019-10-07,2.09,salud
2023-06-09,-17.13,comida
2021-07-27,-891.53,movimiento
2024-06-18,-7.64,servicios
2021-06-13,-17.0,amazon
2024-12-25,-7.25,ocio
2020-04-21,-107.79,servicios
2024-07-05,-13.67,suscripcion
2022-09-15,-6.48,amazon
2020-01-26,-57.62,salud
2024-11-17,-2.69,otros
2024-08-30,-586.71,vivienda
2022-09-27,-290.91,movimiento
2023-07-14,-804.0,prestamo
2022-12-10,-6.84,comida_fuera
2020-10-14,62.83,ingresos
2023-07-04,-125.3,impuestos
2024-09-24,-36.96,seguros
2024-01-26,17.55,ingresos
2021-01-03,-9.45,comida_fuera
2021-02-22,-19.27,vivienda
2021-08-24,-9.09,amazon
2023-02-28,-138.76,otros
2024-03-05,-11.55,comida
2023-02-01,-1.23,mascota
2023-05-05,-2.75,comida
2023-01-19,-657.45,prestamo
2022-10-30,-385.2,prestamo
2024-05-16,-273.1,impuestos
2022-07-30,-2.47,tecnologia
2023-07-28,-145.33,otros
2023-08-15,-6.13,bizum
2022-05-07,-527.95,prestamo
2024-12-01,3.0,compras
2023-03-13,-49.81,servicios
2024-03-27,-31.35,mascota
2024-07-17,-9.95,suscripcion
2024-01-16,178.71,ingresos
2023-08-29,0.96,transporte
2022-12-07,-54.35,comida
2020-03-07,-753.66,vivienda
2024-02-05,-4.23,transporte
2025-01-22,-15.96,suscripcion
2023-02-20,-76.33,otros
2023-03-25,-16.21,comida
2024-09-29,-2.33,comida
2022-01-15,-7.19,ocio
2022-01-24,-11.93,suscripcion
2022-03-08,-667.59,vivienda
2024-04-05,-7.91,ocio
2023-06-18,-229.32,transporte
2021-08-07,1.3,bizum
2022-04-02,-10.36,comida_fuera
2024-12-07,-109.56,servicios
2024-12-24,-6.87,viajes
2022-09-29,2834.75,ingresos
2022-12-21,3.44,comida_fuera
2023-05-22,-7.64,servicios
2022-09-04,-64.88,servicios
2024-08-12,-5.97,comida
2024-02-28,-3.01,bizum
2024-06-11,0.34,salud
2023-05-07,3.64,compras
2024-08-27,-1.86,otros
2022-03-28,-70.47,servicios
2019-10-18,-8.74,salud
2024-09-11,-43.54,bizum
2023-03-15,-3.13,salud
2021-02-03,-688.16,movimiento
2020-10-30,-4.93,comida_fuera
2024-12-20,-404.96,impuestos
2023-02-03,-120.87,impuestos
2023-07-25,-47.99,amazon
2022-10-18,-43.78,otros
2024-08-01,-8.33,seguros
2025-02-28,-5.17,suscripcion
2019-10-28,-79.15,transporte
2022-05-04,-8.92,ingresos
2022-11-25,-473.62,prestamo
2020-08-15,-1031.97,movimiento
2024-01-29,-3.61,servicios
2020-03-26,-8.83,comida_fuera
2021-09-23,1.28,seguros
2021-10-02,-88.73,servicios
2022-08-29,-14.12,comida
2021-05-25,-5.76,ocio
2024-03-16,21.56,seguros
2024-05-18,-14.42,bizum
2020-10-10,2.75,salud
2023-01-08,-14.29,ocio
2022-08-21,-5.96,comida
2023-05-18,-372.29,prestamo
2024-10-03,756.46,ingresos
2025-02-19,10.83,compras
2022-11-25,-76.33,servicios
2019-07-25,-148.73,movimiento
2024-05-02,-9.06,mascota
2023-01-24,30.43,ingresos
2022-02-20,456.22,ingresos
2024-10-30,-5.28,bizum
2019-12-11,-83.49,comida_fuera
2024-04-12,-6.21,comida_fuera
2019-05-31,-1651.03,movimiento
2021-05-25,2658.02,ingresos
2022-02-06,-16.74,suscripcion
2024-01-18,-8.92,amazon
2021-03-22,-4.6,bizum
2024-10-06,-0.66,bizum
2020-01-07,-16.58,movimiento
2020-05-07,-8.6,transporte
2021-03-27,6.07,transporte
2024-04-07,-16.96,suscripcion
2024-07-08,-11.98,bizum
2025-02-23,-9.77,bizum
2024-04-14,677.16,ingresos
2023-07-24,-114.38,impuestos
2023-03-07,-766.57,vivienda
2020-04-18,-10.85,tecnologia
2024-07-31,-0.31,comida
2022-04-20,-96.13,movimiento
2019-06-30,-5.45,compras
2020-04-07,-15.95,comida_fuera
2021-05-16,-59.54,comida_fuera
2022-10-01,-84.48,servicios
2022-12-17,-55.77,otros
2020-07-21,-29.53,servicios
2024-06-29,-7.26,servicios
2019-10-21,-70.46,movimiento
2023-10-16,-394.22,vivienda
2019-07-30,-58.49,servicios
2023-12-28,0.14,compras
2019-09-07,115.83,ingresos
2024-08-26,-6.2,comida_fuera
2020-09-03,-127.24,otros
2024-05-29,0.38,salud
2023-01-26,-1.69,viajes
2021-08-17,-108.07,bizum
2020-08-21,2609.37,ingresos
2025-02-28,7.34,comida
2023-07-05,-0.93,otros
2022-08-01,10.25,transporte
2023-10-30,0.89,tecnologia
2024-01-19,7.61,comida
2021-04-26,-39.57,servicios
2022-06-29,-62.94,comida
2023-07-06,-14.84,movimiento
2020-08-24,-8.0,amazon
2023-02-23,-8.42,bizum
2024-03-21,-30.47,bizum
2020-06-17,-13.71,impuestos
2021-03-18,-7.69,comida_fuera
2025-02-11,-5.8,bizum
2023-09-09,316.86,ingresos
2019-08-29,-9.01,ocio
2021-03-17,-1.91,bizum
2024-08-27,-379.59,bizum
2022-11-25,-0.21,amazon
2023-10-20,4.39,transporte
2022-08-13,-11.92,bizum
2023-08-01,6.78,mascota
2023-09-22,-5.75,tecnologia
2019-08-23,-23.56,comida_fuera
2022-08-19,-10.4,viajes
2023-10-12,-346.95,prestamo
2019-10-11,-39.08,servicios
2023-07-02,-0.59,salud
2022-07-13,-653.63,prestamo
2024-01-19,-1062.08,vivienda
2023-09-08,-3.65,comida
2024-10-12,-71.94,bizum
2024-08-06,-443.61,movimiento
2024-02-10,-13.03,mascota
2024-07-05,-407.05,vivienda
2021-06-17,-9.09,servicios
2023-03-30,2.16,transporte
2022-09-27,-559.23,prestamo
2022-08-09,-53.49,amazon
2024-11-29,-9.66,otros
2023-10-20,-11.09,suscripcion
2024-06-27,-321.19,ingresos
2020-04-01,-4.06,amazon
2024-11-27,-13.2,suscripcion
2023-04-13,-12.93,suscripcion
2020-01-28,-21.62,transporte
2023-01-31,-3.8,compras
2020-03-13,-27.56,compras
2023-01-07,-436.15,movimiento
2020-02-15,-125.72,transporte
2021-09-14,-26.33,movimiento
2023-10-04,1.34,suscripcion
2021-04-15,-5.71,transporte
2019-10-29,-6.8,salud
2023-07-18,1.71,comida
2021-04-18,429.28,ingresos
2021-03-09,-96.02,servicios
2022-02-06,3.27,amazon
2023-07-16,-3.98,mascota
2024-11-18,-1.49,transporte
2021-07-04,-10.19,comida
2024-02-07,-5.25,viajes
2019-12-30,-49.55,servicios
2024-01-12,496.93,ingresos
2022-05-19,-16.36,viajes
2021-03-12,-512.22,prestamo
2019-12-16,-24.75,movimiento
2020-04-15,-66.09,bizum
2024-12-23,-5.71,transporte
2023-06-29,-1.81,comida
2023-08-29,-825.77,vivienda
2019-11-08,0.7,compras
2023-03-16,-85.33,impuestos
2023-11-25,-2.51,mascota
2022-10-09,-87.68,comida_fuera
2022-11-12,-3.05,salud
2023-04-08,-12.16,amazon
2019-05-31,-14.79,ocio
2020-02-02,-8.58,ocio
2022-09-15,-615.67,vivienda
2023-01-21,-7.63,compras
2020-05-14,-15.38,transporte
2024-01-26,-24.24,mascota
2021-02-23,-9.56,comida_fuera
2023-04-18,-6.39,tecnologia
2019-12-15,-41.79,suscripcion
2025-02-28,-13.23,comida
2024-08-14,-7.95,comida_fuera
2023-10-02,-0.92,transporte
2020-11-13,-6.72,servicios
2023-05-26,-23.63,compras
2019-11-05,-418.2,movimiento
2024-01-13,18.89,ingresos
2024-02-08,-3.71,compras
2022-02-21,-485.07,prestamo
2021-11-04,-750.33,prestamo
2023-10-14,0.78,comida_fuera
2023-02-08,-61.58,impuestos
2022-02-13,-1703.43,movimiento
2020-11-09,-5.16,servicios
2022-04-15,-1.3,comida_fuera
2024-06-09,-2.03,suscripcion
2020-12-02,-3.09,tecnologia
2023-10-08,-47.23,bizum
2021-04-21,-76.11,movimiento
2019-12-25,-5.36,viajes
2021-02-09,-5.73,bizum
